individual	week	kit	KO	Abundance	module_id	group
96	6	qiagen	K00025	0.0387201021458268	M00009	WT
92	5	mobio	K05351	0.00438756508060875	M00014	DNR
96	13	mobio	K00382	0.382038702617452	M00009	WT
92	6	qiagen	K05351	0.00437752853983225	M00014	DNR
96	4	qiagen	K02193	0.037141131006606	M00259	WT
96	4	qiagen	K02194	0.0186104438190473	M00259	WT
96	4	qiagen	K02195	0.0212077347251908	M00259	WT
96	10	qiagen	K00012	1.12940898563709	M00014	WT
96	8	qiagen	K00164	0.00832458633896051	M00009	WT
96	10	qiagen	K00031	0.180616501137477	M00009	WT
96	4	qiagen	K01676	0.366066281755658	M00009	WT
96	4	qiagen	K01677	0.398753615394632	M00009	WT
96	10	qiagen	K00030	0.00634833983551586	M00009	WT
96	4	qiagen	K01678	0.390524108525239	M00009	WT
96	4	qiagen	K01679	0.0520029733537834	M00009	WT
96	4	qiagen	K01681	0.379755674638533	M00009	WT
96	4	qiagen	K01682	0.0204676488219943	M00009	WT
96	5	mobio	K00247	0.00332316641754162	M00009	WT
96	5	mobio	K00246	0.0183798768829208	M00009	WT
96	10	qiagen	K00024	1.07800256561331	M00009	WT
96	5	mobio	K00245	0.0240114422271733	M00009	WT
96	5	mobio	K00244	0.432184853774708	M00009	WT
96	5	mobio	K00242	0.00873057661897188	M00009	WT
96	5	mobio	K00241	0.243456740936751	M00009	WT
96	10	qiagen	K00025	0.00143825755211413	M00009	WT
96	5	mobio	K00240	0.397748402918914	M00009	WT
96	5	mobio	K00239	0.414798691410527	M00009	WT
96	4	qiagen	K01647	0.325670145590101	M00009	WT
96	13	mobio	K00854	0.605666568957424	M00014	WT
96	5	mobio	K00164	0.0166882974288567	M00009	WT
96	6	qiagen	K00247	0.000818876026936652	M00009	WT
96	6	qiagen	K00245	0.0268618613130015	M00009	WT
96	6	qiagen	K00246	0.0126059736579382	M00009	WT
96	6	qiagen	K00244	0.540154881364086	M00009	WT
96	6	qiagen	K00241	0.444362998892058	M00009	WT
96	6	qiagen	K00242	0.00187441230332064	M00009	WT
96	6	qiagen	K00239	0.605761940150695	M00009	WT
96	6	qiagen	K00240	0.518402906239147	M00009	WT
96	13	mobio	K00658	0.0568282289533353	M00009	WT
96	6	qiagen	K00164	0.0284323463382697	M00009	WT
96	8	qiagen	K00012	0.879749731508268	M00014	WT
96	8	qiagen	K00030	0.0215476823249135	M00009	WT
96	8	qiagen	K00031	0.36606578782685	M00009	WT
96	8	qiagen	K00026	0.00066574884587913	M00009	WT
96	8	qiagen	K00024	0.510493051486046	M00009	WT
96	8	qiagen	K00025	0.016636962235723	M00009	WT
96	5	mobio	K00012	0.93465941392993	M00014	WT
96	5	mobio	K00031	0.364553703554741	M00009	WT
96	5	mobio	K00030	0.042811300316074	M00009	WT
96	4	qiagen	K01899	0.00555369283129287	M00009	WT
96	4	qiagen	K01900	0.0062894546670294	M00009	WT
96	4	qiagen	K01902	0.0160394992845961	M00009	WT
96	5	mobio	K00026	0.000333216609736445	M00009	WT
96	4	qiagen	K01903	0.0129414642790819	M00009	WT
96	5	mobio	K00025	0.0530357661629899	M00009	WT
96	5	mobio	K00024	0.552170185205057	M00009	WT
92	12	qiagen	K04058	0.000244605925430025	M00332	DNR
96	12	qiagen	K00164	0.00737916993080752	M00009	WT
96	10	qiagen	K00246	0.00893081990923082	M00009	WT
96	10	qiagen	K00240	0.706075469283687	M00009	WT
96	10	qiagen	K00241	0.603226666413717	M00009	WT
96	10	qiagen	K00239	0.762681529816023	M00009	WT
96	10	qiagen	K00244	0.272023754210586	M00009	WT
96	10	qiagen	K00245	0.0142012790859062	M00009	WT
96	10	qiagen	K00242	0.00201816878896219	M00009	WT
96	8	qiagen	K00382	0.26716514980878	M00009	WT
92	13	mobio	K05351	0.00970948837094771	M00014	DNR
96	12	qiagen	K00012	0.814829165473169	M00014	WT
96	12	qiagen	K00030	0.0336570788299496	M00009	WT
96	12	qiagen	K00031	0.481687203941258	M00009	WT
96	10	qiagen	K00164	0.0149217143812475	M00009	WT
96	12	qiagen	K00024	0.44481466218626	M00009	WT
96	12	qiagen	K00025	0.0133051760727284	M00009	WT
96	5	mobio	K00382	0.383903504376184	M00009	WT
96	8	qiagen	K00244	0.235753556243174	M00009	WT
96	8	qiagen	K00245	0.0583936684634323	M00009	WT
96	8	qiagen	K00246	0.0333630551867768	M00009	WT
96	8	qiagen	K00239	0.390622198030848	M00009	WT
96	6	qiagen	K00382	0.365785872758749	M00009	WT
96	8	qiagen	K00240	0.325716925817275	M00009	WT
96	8	qiagen	K00241	0.288564121027202	M00009	WT
96	8	qiagen	K00242	0.0100026005393681	M00009	WT
96	4	qiagen	K01135	0.00563067848181712	M00076	WT
96	4	qiagen	K01136	0.0178751637286159	M00076	WT
96	5	mobio	K00854	0.742435634861623	M00014	WT
96	4	qiagen	K01195	0.274797421777065	M00076	WT
96	8	qiagen	K00658	0.0750542270231204	M00009	WT
96	4	qiagen	K01197	0.121887071381838	M00076	WT
96	12	qiagen	K00382	0.208506907837976	M00009	WT
96	6	qiagen	K00854	0.576456882547376	M00014	WT
96	5	mobio	K00658	0.135345495012895	M00009	WT
96	13	mobio	K01217	0.000294740348840098	M00076	WT
96	4	qiagen	K01217	0.000150865780702151	M00076	WT
96	13	mobio	K01136	0.0179187965601128	M00076	WT
96	13	mobio	K01135	0.00562706819534531	M00076	WT
96	6	qiagen	K00658	0.0990719303636051	M00009	WT
96	12	qiagen	K00246	0.0845096023209826	M00009	WT
96	12	qiagen	K00247	0.00326085063122746	M00009	WT
96	12	qiagen	K00239	0.297871719868692	M00009	WT
96	10	qiagen	K00382	0.413019782170393	M00009	WT
96	12	qiagen	K00240	0.255173736849642	M00009	WT
96	12	qiagen	K00241	0.221805113184917	M00009	WT
96	12	qiagen	K00242	0.00763920555451854	M00009	WT
96	12	qiagen	K00244	0.268823762589247	M00009	WT
96	12	qiagen	K00245	0.094788860686226	M00009	WT
96	13	mobio	K01195	0.187289492737877	M00076	WT
96	13	mobio	K01197	0.183229501793765	M00076	WT
96	4	qiagen	K00854	0.81635875318939	M00014	WT
96	6	qiagen	K01136	0.0199736030077474	M00076	WT
96	13	mobio	K01647	0.246467651626891	M00009	WT
96	6	qiagen	K01135	0.00448788309815175	M00076	WT
96	13	mobio	K01679	0.0432127787905161	M00009	WT
96	13	mobio	K01678	0.173258350172084	M00009	WT
96	13	mobio	K01677	0.177325176867113	M00009	WT
96	13	mobio	K01676	0.529817292741923	M00009	WT
96	13	mobio	K01682	0.0251413232769028	M00009	WT
96	13	mobio	K01681	0.217724885535184	M00009	WT
96	6	qiagen	K01197	0.177236489288881	M00076	WT
96	6	qiagen	K01195	0.22345514954549	M00076	WT
96	12	qiagen	K00658	0.0626806362239664	M00009	WT
92	5	mobio	K04059	0.000425711446928893	M00332	DNR
92	5	mobio	K04057	0.000355793177722917	M00332	DNR
92	5	mobio	K04058	0.000261199309114966	M00332	DNR
92	5	mobio	K04056	0.000637902300237553	M00332	DNR
96	10	qiagen	K00854	0.552971077505845	M00014	WT
92	6	qiagen	K04059	0.00154761370982959	M00332	DNR
92	6	qiagen	K04058	0.00051452197177022	M00332	DNR
92	6	qiagen	K04057	0.000135681879063629	M00332	DNR
92	6	qiagen	K04056	0.000296367464838171	M00332	DNR
96	10	qiagen	K00658	0.0616172654348855	M00009	WT
96	8	qiagen	K00854	0.67660228288167	M00014	WT
96	10	qiagen	K01135	0.00597055828471211	M00076	WT
96	10	qiagen	K01136	0.0198667305789782	M00076	WT
96	10	qiagen	K01195	0.193145932221757	M00076	WT
96	10	qiagen	K01197	0.197359137493654	M00076	WT
96	8	qiagen	K01217	0.000258904017468885	M00076	WT
92	12	qiagen	K03331	0.00123923822747312	M00014	DNR
96	13	mobio	K01903	0.0151683482671632	M00009	WT
96	13	mobio	K01902	0.0195105039682999	M00009	WT
96	13	mobio	K01900	0.00140703771091937	M00009	WT
96	13	mobio	K01899	0.000948282711093329	M00009	WT
96	5	mobio	K01217	0.000507316186809054	M00076	WT
96	8	qiagen	K01136	0.0115916960214864	M00076	WT
96	8	qiagen	K01135	0.00203561394265563	M00076	WT
96	4	qiagen	K00658	0.0624029445079767	M00009	WT
96	8	qiagen	K01195	0.158289111730146	M00076	WT
96	8	qiagen	K01197	0.0831091397966644	M00076	WT
96	6	qiagen	K01217	0.000361681427279265	M00076	WT
96	5	mobio	K01136	0.0141399998005083	M00076	WT
96	5	mobio	K01135	0.00438436806976209	M00076	WT
96	5	mobio	K01197	0.111652026932466	M00076	WT
96	12	qiagen	K00854	0.725997363245851	M00014	WT
96	5	mobio	K01195	0.301297881115732	M00076	WT
96	4	qiagen	K00244	0.274011592127031	M00009	WT
96	4	qiagen	K00245	0.0218691579717961	M00009	WT
96	4	qiagen	K00246	0.0196510348808329	M00009	WT
96	4	qiagen	K00239	0.523747665290628	M00009	WT
96	4	qiagen	K00240	0.449332101842352	M00009	WT
96	4	qiagen	K00241	0.435623640401362	M00009	WT
96	4	qiagen	K00242	0.00130833453385214	M00009	WT
92	13	mobio	K04057	0.000176198608817251	M00332	DNR
92	13	mobio	K04058	0.00150868356427216	M00332	DNR
92	13	mobio	K04056	0.000458633009033713	M00332	DNR
84	6	qiagen	K13247	0.000253543521169328	M00014	WT
96	4	qiagen	K00382	0.33151954337115	M00009	WT
92	12	qiagen	K03219	0.000176728044905014	M00332	DNR
92	12	qiagen	K03222	0.00444881058637669	M00332	DNR
92	12	qiagen	K03221	0.000960605987249136	M00332	DNR
92	12	qiagen	K03224	0.00219403998365849	M00332	DNR
92	12	qiagen	K03223	0.00172814846396371	M00332	DNR
92	12	qiagen	K03226	0.00163668692725551	M00332	DNR
92	12	qiagen	K03225	0.00595651079132522	M00332	DNR
92	12	qiagen	K03228	0.00329103103348772	M00332	DNR
92	12	qiagen	K03227	0.000872967479844186	M00332	DNR
92	12	qiagen	K03230	0.00311858033285815	M00332	DNR
92	12	qiagen	K03229	0.00536098333583261	M00332	DNR
92	5	mobio	K03226	0.000255960914775347	M00332	DNR
92	5	mobio	K03224	0.00198463559638114	M00332	DNR
92	5	mobio	K03225	0.0274332061103303	M00332	DNR
92	5	mobio	K03222	0.00227775870987093	M00332	DNR
92	5	mobio	K03223	0.00143254525095602	M00332	DNR
92	5	mobio	K03219	0.000462011895781994	M00332	DNR
92	5	mobio	K03230	0.00151838432777562	M00332	DNR
92	5	mobio	K03228	0.00252568227503061	M00332	DNR
92	5	mobio	K03229	0.00145391330455092	M00332	DNR
92	6	qiagen	K03227	0.000673851606098953	M00332	DNR
92	6	qiagen	K03226	0.000725870134908304	M00332	DNR
92	6	qiagen	K03225	0.0118948233707117	M00332	DNR
96	4	qiagen	K00030	0.0420646847755315	M00009	WT
92	6	qiagen	K03224	0.00502420977098426	M00332	DNR
96	4	qiagen	K00031	0.321932916752993	M00009	WT
92	6	qiagen	K03223	0.00400582934941071	M00332	DNR
92	6	qiagen	K03222	0.00158742524356972	M00332	DNR
92	6	qiagen	K03221	0.000720730516900241	M00332	DNR
92	6	qiagen	K03219	0.000994614113393292	M00332	DNR
96	4	qiagen	K00012	0.863488278926518	M00014	WT
96	4	qiagen	K00024	0.656013475397817	M00009	WT
92	6	qiagen	K03230	0.00482266429165596	M00332	DNR
96	4	qiagen	K00025	0.0128879720117323	M00009	WT
92	6	qiagen	K03229	0.00202475770265626	M00332	DNR
96	4	qiagen	K00026	0.000316080535022662	M00009	WT
92	6	qiagen	K03228	0.00163047242172859	M00332	DNR
92	5	mobio	K03331	0.00202285697148742	M00014	DNR
92	6	qiagen	K03331	0.00368523239521214	M00014	DNR
84	12	qiagen	K13247	0.000209846425748419	M00014	WT
96	4	qiagen	K00164	0.0130731093089716	M00009	WT
92	13	mobio	K03219	0.000342125947937935	M00332	DNR
92	13	mobio	K03228	0.00267006234040822	M00332	DNR
92	13	mobio	K03229	0.00181718220121263	M00332	DNR
92	13	mobio	K03226	0.000601730625769259	M00332	DNR
92	12	qiagen	K02194	0.0160167534247695	M00259	DNR
92	13	mobio	K03227	0.000647710042356279	M00332	DNR
92	12	qiagen	K02193	0.0300053877578689	M00259	DNR
92	13	mobio	K03224	0.00607006318926186	M00332	DNR
92	13	mobio	K03225	0.0223537445928807	M00332	DNR
92	12	qiagen	K02195	0.0275905830822749	M00259	DNR
92	13	mobio	K03222	0.00494579778134034	M00332	DNR
92	13	mobio	K03223	0.0045299815984422	M00332	DNR
92	13	mobio	K03230	0.00477439833074991	M00332	DNR
84	5	mobio	K13247	0.000532503897735489	M00014	WT
92	13	mobio	K03331	0.00187082805545214	M00014	DNR
84	13	mobio	K12447	5.28558847319495e-05	M00014	WT
92	12	qiagen	K01899	0.000307925638398164	M00009	DNR
92	12	qiagen	K01903	0.00998884220613836	M00009	DNR
92	12	qiagen	K01902	0.0138228575449229	M00009	DNR
92	12	qiagen	K01647	0.286157220502638	M00009	DNR
92	5	mobio	K02193	0.0356200629020478	M00259	DNR
92	5	mobio	K02194	0.0216470675416563	M00259	DNR
92	5	mobio	K02195	0.0307573525774347	M00259	DNR
92	12	qiagen	K01676	0.538262932769531	M00009	DNR
92	12	qiagen	K01682	0.0182745613350623	M00009	DNR
92	12	qiagen	K01681	0.311278361196111	M00009	DNR
92	12	qiagen	K01679	0.0226434812921943	M00009	DNR
92	12	qiagen	K01678	0.192590362218783	M00009	DNR
92	12	qiagen	K01677	0.18831824873334	M00009	DNR
92	6	qiagen	K02195	0.0226040131560798	M00259	DNR
92	6	qiagen	K02194	0.00987507432610854	M00259	DNR
92	6	qiagen	K02193	0.0288963047275991	M00259	DNR
84	5	mobio	K12447	0.000825012728958242	M00014	WT
92	5	mobio	K01903	0.0201969753629485	M00009	DNR
92	5	mobio	K01900	0.00416512143557572	M00009	DNR
92	5	mobio	K01902	0.0175396369422036	M00009	DNR
92	5	mobio	K01899	0.00144650530222595	M00009	DNR
92	6	qiagen	K01903	0.0110931245280819	M00009	DNR
92	6	qiagen	K01902	0.0138969561442091	M00009	DNR
92	6	qiagen	K01900	0.00464744190069735	M00009	DNR
92	6	qiagen	K01899	0.00305327507965098	M00009	DNR
92	12	qiagen	K01136	0.0265123733175353	M00076	DNR
92	12	qiagen	K01135	0.00439883061480686	M00076	DNR
92	5	mobio	K01647	0.268587048096743	M00009	DNR
92	13	mobio	K02194	0.0280693941736801	M00259	DNR
92	13	mobio	K02195	0.0476990920813198	M00259	DNR
92	13	mobio	K02193	0.0518363506351763	M00259	DNR
92	12	qiagen	K01217	0.000164742765348088	M00076	DNR
92	6	qiagen	K01647	0.261887400389328	M00009	DNR
92	12	qiagen	K01197	0.239209481918431	M00076	DNR
92	12	qiagen	K01195	0.231383072732561	M00076	DNR
92	5	mobio	K01676	0.341777620389607	M00009	DNR
92	5	mobio	K01677	0.217100151218817	M00009	DNR
92	5	mobio	K01681	0.223190937164596	M00009	DNR
92	5	mobio	K01682	0.0433783702391076	M00009	DNR
92	5	mobio	K01678	0.200517380468487	M00009	DNR
92	5	mobio	K01679	0.053390315204231	M00009	DNR
92	6	qiagen	K01677	0.270130248084848	M00009	DNR
92	6	qiagen	K01676	0.389954676818838	M00009	DNR
92	6	qiagen	K01682	0.0201533414945824	M00009	DNR
92	6	qiagen	K01681	0.274155967211136	M00009	DNR
92	6	qiagen	K01679	0.0460111531840434	M00009	DNR
92	6	qiagen	K01678	0.270622491514893	M00009	DNR
92	5	mobio	K01195	0.159160724463222	M00076	DNR
92	5	mobio	K01197	0.128236466870801	M00076	DNR
92	5	mobio	K01217	0.00013781355997875	M00076	DNR
92	6	qiagen	K01136	0.0153035224992469	M00076	DNR
92	6	qiagen	K01135	0.00265903190991941	M00076	DNR
92	13	mobio	K01676	0.348332434120523	M00009	DNR
92	13	mobio	K01677	0.44671011016846	M00009	DNR
92	13	mobio	K01678	0.444538125528878	M00009	DNR
92	13	mobio	K01679	0.0395452290485342	M00009	DNR
92	13	mobio	K01681	0.474723188904977	M00009	DNR
92	13	mobio	K01682	0.0181824176621938	M00009	DNR
92	12	qiagen	K00658	0.0518163456525036	M00009	DNR
92	5	mobio	K01136	0.0162449227230487	M00076	DNR
92	5	mobio	K01135	0.00226844508550084	M00076	DNR
92	13	mobio	K01647	0.434861172859931	M00009	DNR
92	13	mobio	K01900	0.00206306413956594	M00009	DNR
92	13	mobio	K01902	0.00769507776669327	M00009	DNR
92	13	mobio	K01903	0.00771260343428679	M00009	DNR
92	13	mobio	K01899	0.000979599489953023	M00009	DNR
92	12	qiagen	K00854	0.590146991564934	M00014	DNR
92	6	qiagen	K01195	0.149594306131124	M00076	DNR
92	6	qiagen	K01197	0.0993280825836318	M00076	DNR
92	6	qiagen	K01217	8.17860215466875e-05	M00076	DNR
90	8	qiagen	K05351	0.00348182742200557	M00014	WT
83	4	qiagen	K16190	0.000114285721121944	M00014	DNR
92	13	mobio	K01195	0.226003798732819	M00076	DNR
92	13	mobio	K01197	0.169746662347654	M00076	DNR
92	5	mobio	K00658	0.0590244926700003	M00009	DNR
92	13	mobio	K01217	0.000202616150514643	M00076	DNR
92	12	qiagen	K00031	0.265628015201467	M00009	DNR
92	12	qiagen	K00030	0.0136493559104331	M00009	DNR
92	12	qiagen	K00024	0.876235549997203	M00009	DNR
92	12	qiagen	K00026	0.000267330100652582	M00009	DNR
92	12	qiagen	K00025	0.000532812332471217	M00009	DNR
83	5	mobio	K16190	0.000608413080880112	M00014	DNR
92	13	mobio	K01135	0.00401495956085091	M00076	DNR
92	13	mobio	K01136	0.0213605115063742	M00076	DNR
92	6	qiagen	K00382	0.26458632451266	M00009	DNR
90	10	qiagen	K05351	0.0095348574533995	M00014	WT
92	12	qiagen	K00012	1.17589469269056	M00014	DNR
92	5	mobio	K00382	0.31882170182577	M00009	DNR
92	12	qiagen	K00382	0.397185152064531	M00009	DNR
92	6	qiagen	K00854	0.636112641190774	M00014	DNR
92	5	mobio	K00854	0.450147706527219	M00014	DNR
92	12	qiagen	K00247	0.0045604468940903	M00009	DNR
92	12	qiagen	K00246	0.0194924051380629	M00009	DNR
92	12	qiagen	K00241	0.516709776650212	M00009	DNR
92	12	qiagen	K00240	0.589274848209204	M00009	DNR
92	12	qiagen	K00239	0.613023053435219	M00009	DNR
92	12	qiagen	K00245	0.0243559192114287	M00009	DNR
92	12	qiagen	K00244	0.138666082792635	M00009	DNR
92	12	qiagen	K00242	0.00425839883782663	M00009	DNR
90	6	qiagen	K05351	0.00255170814580667	M00014	WT
92	12	qiagen	K00164	0.00938677223114696	M00009	DNR
92	6	qiagen	K00658	0.0489529121430366	M00009	DNR
92	5	mobio	K00030	0.0356468722586044	M00009	DNR
92	5	mobio	K00031	0.229809348372024	M00009	DNR
92	5	mobio	K00026	0.000119314934106231	M00009	DNR
92	5	mobio	K00024	0.616508188898035	M00009	DNR
92	5	mobio	K00025	0.00199293414881928	M00009	DNR
92	13	mobio	K00658	0.0551495576058242	M00009	DNR
92	6	qiagen	K00012	0.883362471479166	M00014	DNR
92	5	mobio	K00012	0.837085893132809	M00014	DNR
92	13	mobio	K00382	0.363490102509162	M00009	DNR
92	6	qiagen	K00247	0.00131491327619856	M00009	DNR
92	6	qiagen	K00244	0.210707855541718	M00009	DNR
92	6	qiagen	K00246	0.0201215259124694	M00009	DNR
92	6	qiagen	K00245	0.028884972583144	M00009	DNR
92	6	qiagen	K00240	0.415580604815284	M00009	DNR
92	6	qiagen	K00239	0.463574221670893	M00009	DNR
92	6	qiagen	K00241	0.370569542479902	M00009	DNR
90	12	qiagen	K05351	0.00146624760844319	M00014	WT
92	5	mobio	K00247	0.000383349782991737	M00009	DNR
92	5	mobio	K00244	0.509476288332519	M00009	DNR
92	5	mobio	K00245	0.0663661136803199	M00009	DNR
92	5	mobio	K00246	0.0545758415924919	M00009	DNR
92	5	mobio	K00239	0.427980250725356	M00009	DNR
92	5	mobio	K00240	0.367947313228523	M00009	DNR
92	5	mobio	K00241	0.31262502881771	M00009	DNR
92	5	mobio	K00242	0.00312569474634629	M00009	DNR
92	13	mobio	K00854	0.714653342936597	M00014	DNR
92	6	qiagen	K00164	0.00872492457879077	M00009	DNR
92	6	qiagen	K00031	0.258124447471023	M00009	DNR
92	6	qiagen	K00030	0.0372380627626192	M00009	DNR
92	6	qiagen	K00026	0.000258306727844067	M00009	DNR
92	6	qiagen	K00025	0.00488330332593591	M00009	DNR
92	6	qiagen	K00024	0.647032690886183	M00009	DNR
90	13	mobio	K05351	0.00790828360750568	M00014	WT
92	5	mobio	K00164	0.0133319587178789	M00009	DNR
92	13	mobio	K00030	0.0732705840586446	M00009	DNR
92	13	mobio	K00031	0.384366552985112	M00009	DNR
92	13	mobio	K00024	0.588819225247679	M00009	DNR
92	13	mobio	K00025	0.0027178705586482	M00009	DNR
92	13	mobio	K00026	0.000624254594517505	M00009	DNR
83	8	qiagen	K13247	0.000242027058227984	M00014	DNR
92	13	mobio	K00012	0.961732424877731	M00014	DNR
90	6	qiagen	K04057	0.000139244630401452	M00332	WT
90	6	qiagen	K04059	0.000283054658520984	M00332	WT
90	6	qiagen	K04058	0.000841514912602606	M00332	WT
90	8	qiagen	K04057	0.000253195280185363	M00332	WT
90	8	qiagen	K04056	0.000308605884379132	M00332	WT
90	8	qiagen	K04058	0.000276766997187363	M00332	WT
90	5	mobio	K05351	0.0099253150907061	M00014	WT
92	13	mobio	K00245	0.0235720961599348	M00009	DNR
92	13	mobio	K00246	0.0161155425150286	M00009	DNR
92	13	mobio	K00247	0.0022639702609057	M00009	DNR
92	13	mobio	K00241	0.289104395113532	M00009	DNR
92	13	mobio	K00242	0.00921415883253322	M00009	DNR
92	13	mobio	K00244	0.166002170361812	M00009	DNR
92	13	mobio	K00239	0.387451758314167	M00009	DNR
92	13	mobio	K00240	0.324753719195322	M00009	DNR
90	4	qiagen	K05351	0.00659418393383115	M00014	WT
92	13	mobio	K00164	0.00638971004850655	M00009	DNR
83	10	qiagen	K13247	0.00170742584475204	M00014	DNR
90	6	qiagen	K03331	0.00263322371858022	M00014	WT
83	13	mobio	K13247	0.001138759876314	M00014	DNR
83	12	qiagen	K13247	0.000629898571801622	M00014	DNR
90	10	qiagen	K04058	0.000860658540220523	M00332	WT
90	10	qiagen	K04057	0.00144094856801483	M00332	WT
90	10	qiagen	K04056	0.000899447653309431	M00332	WT
90	10	qiagen	K04059	0.00102801824587065	M00332	WT
83	6	qiagen	K13247	0.000671561275944204	M00014	DNR
90	13	mobio	K04056	0.00146865620634036	M00332	WT
90	13	mobio	K04057	0.00271392903245903	M00332	WT
90	13	mobio	K04058	0.000936101775529697	M00332	WT
90	13	mobio	K04059	0.000771422450737869	M00332	WT
90	12	qiagen	K04059	0.000440732725045082	M00332	WT
90	13	mobio	K03331	0.00215722030362732	M00014	WT
83	10	qiagen	K12447	0.000168175493809483	M00014	DNR
90	12	qiagen	K03331	0.00315707259168517	M00014	WT
90	10	qiagen	K03221	0.00219628301607549	M00332	WT
90	10	qiagen	K03219	0.000517628465250455	M00332	WT
90	10	qiagen	K03229	0.00295313028256809	M00332	WT
83	13	mobio	K12447	0.00010340698383546	M00014	DNR
90	10	qiagen	K03228	0.00362065601032447	M00332	WT
90	10	qiagen	K03227	0.00153163545829203	M00332	WT
90	10	qiagen	K03226	0.00212940355394584	M00332	WT
90	10	qiagen	K03225	0.00131197048354118	M00332	WT
90	10	qiagen	K03224	0.00406297317998889	M00332	WT
90	10	qiagen	K03223	0.00508226672036661	M00332	WT
90	10	qiagen	K03222	0.00419236698996723	M00332	WT
90	10	qiagen	K03230	0.00533158159245163	M00332	WT
90	13	mobio	K03219	0.00196533221190578	M00332	WT
90	13	mobio	K03226	0.00283872206549583	M00332	WT
90	13	mobio	K03227	0.00277296846314432	M00332	WT
83	12	qiagen	K12447	0.000166246014444335	M00014	DNR
90	13	mobio	K03228	0.00968483790541062	M00332	WT
90	13	mobio	K03229	0.00387571226329922	M00332	WT
90	13	mobio	K03222	0.00177110812544769	M00332	WT
90	13	mobio	K03223	0.0057742051513843	M00332	WT
90	13	mobio	K03224	0.00584728810384505	M00332	WT
90	13	mobio	K03225	0.000778796582007738	M00332	WT
90	13	mobio	K03230	0.00518574217637323	M00332	WT
90	12	qiagen	K03227	0.000687748043035465	M00332	WT
90	12	qiagen	K03226	0.000753909470936905	M00332	WT
90	12	qiagen	K03229	0.000944217523313939	M00332	WT
90	12	qiagen	K03228	0.000546995866722121	M00332	WT
90	12	qiagen	K03223	0.0004480782704625	M00332	WT
90	12	qiagen	K03222	0.00184735689419919	M00332	WT
90	12	qiagen	K03225	0.00112024632868991	M00332	WT
90	12	qiagen	K03224	0.000617169578290832	M00332	WT
90	12	qiagen	K03230	0.000827176624934343	M00332	WT
90	4	qiagen	K04058	0.00156467532267269	M00332	WT
90	4	qiagen	K04057	0.00104205075712258	M00332	WT
90	4	qiagen	K04059	0.00162841784299525	M00332	WT
90	4	qiagen	K04056	0.000384097367488171	M00332	WT
83	5	mobio	K13247	0.000358308542975278	M00014	DNR
90	8	qiagen	K03331	0.00115237149063242	M00014	WT
90	5	mobio	K04057	0.00339036122923946	M00332	WT
90	5	mobio	K04058	0.00114924200865671	M00332	WT
90	6	qiagen	K03219	0.000739344677820319	M00332	WT
90	6	qiagen	K03224	0.00175952224601654	M00332	WT
90	6	qiagen	K03223	0.00281294271415563	M00332	WT
90	6	qiagen	K03222	0.00211861012931487	M00332	WT
90	6	qiagen	K03221	0.000669237758518605	M00332	WT
90	6	qiagen	K03228	0.000899223647995698	M00332	WT
90	6	qiagen	K03227	0.00102616456306186	M00332	WT
90	6	qiagen	K03226	0.000275337633365833	M00332	WT
90	6	qiagen	K03225	0.00822692674065921	M00332	WT
90	6	qiagen	K03230	0.00331157702515707	M00332	WT
90	6	qiagen	K03229	0.00117344441428283	M00332	WT
90	10	qiagen	K03331	0.000902314172254978	M00014	WT
90	8	qiagen	K03219	0.00048329922672467	M00332	WT
90	8	qiagen	K03222	0.00236327856657553	M00332	WT
90	8	qiagen	K03221	0.000666429086525625	M00332	WT
90	8	qiagen	K03224	0.000877315550226963	M00332	WT
90	8	qiagen	K03223	0.00150088071334662	M00332	WT
90	8	qiagen	K03226	0.000741438420939764	M00332	WT
90	8	qiagen	K03225	0.00494756236080069	M00332	WT
90	8	qiagen	K03228	0.00112975167723252	M00332	WT
90	8	qiagen	K03227	0.00049024668434069	M00332	WT
90	8	qiagen	K03230	0.00122759539495812	M00332	WT
90	8	qiagen	K03229	0.000615605994308912	M00332	WT
90	5	mobio	K03331	0.00358742998937368	M00014	WT
90	4	qiagen	K03229	0.00360183721846365	M00332	WT
90	4	qiagen	K03228	0.00454927139093602	M00332	WT
90	4	qiagen	K03230	0.00345683083299944	M00332	WT
90	4	qiagen	K03225	0.116140250235867	M00332	WT
90	4	qiagen	K03224	0.00229434136377688	M00332	WT
90	4	qiagen	K03227	0.00216922252085895	M00332	WT
90	4	qiagen	K03226	0.00232083095028036	M00332	WT
90	4	qiagen	K03223	0.00648664930068114	M00332	WT
90	4	qiagen	K03222	0.00291594535502198	M00332	WT
90	4	qiagen	K03219	0.00137065799657978	M00332	WT
90	5	mobio	K03228	0.00770535018841968	M00332	WT
90	5	mobio	K03229	0.00171295143982516	M00332	WT
90	5	mobio	K03230	0.00288488486552605	M00332	WT
90	5	mobio	K03224	0.00127921865946871	M00332	WT
90	5	mobio	K03225	0.465011081067338	M00332	WT
90	5	mobio	K03226	0.000524062002487628	M00332	WT
90	5	mobio	K03222	0.00230364481832731	M00332	WT
90	5	mobio	K03223	0.00425848865325964	M00332	WT
90	5	mobio	K03219	0.00013643481853003	M00332	WT
90	6	qiagen	K02195	0.0365177409981352	M00259	WT
90	6	qiagen	K02194	0.0198106014680086	M00259	WT
90	6	qiagen	K02193	0.0290001318337531	M00259	WT
